18,32.8,54.4,30.6,64.6,9.0,5.6,0.8,0.9,3.2,2.6,21.0,alperen-sengun,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4871144.png&w=350&h=254
18,31.6,42.4,34.9,79.1,4.7,3.2,0.4,0.6,1.6,2.5,18.8,jalen-green,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4437244.png&w=350&h=254
17,37.8,38.6,38.0,90.2,4.1,9.1,0.5,0.8,1.7,1.6,16.2,fred-vanvleet,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2991230.png&w=350&h=254
18,31.2,48.4,42.7,83.7,3.4,1.8,0.1,0.9,3.9,1.8,13.8,dillon-brooks,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3155526.png&w=350&h=254
18,30.3,50.5,36.6,75.0,8.4,1.4,0.8,0.6,3.2,1.4,12.9,jabari-smith-jr,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432639.png&w=350&h=254
16,18.7,50.0,43.5,85.7,2.1,2.2,0.1,0.6,1.9,0.4,7.4,aaron-holiday,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3922230.png&w=350&h=254
11,18.3,45.5,40.0,61.5,5.9,1.2,1.3,0.5,2.0,0.7,6.9,tari-eason,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433192.png&w=350&h=254
4,16.8,40.9,18.2,62.5,2.8,1.5,0.3,0.5,2.3,1.5,6.3,amen-thompson,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4684740.png&w=350&h=254
17,14.5,54.0,33.3,76.5,2.2,0.6,0.4,0.2,1.1,0.6,5.9,jeff-green,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3209.png&w=350&h=254
17,18.3,49.3,34.4,80.0,3.6,1.2,0.3,1.0,2.6,0.4,5.5,jaesean-tate,Rockets,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/hou.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3136777.png&w=350&h=254
19,30.2,43.2,26.5,81.7,9.7,2.5,2.6,1.3,2.5,3.4,18.9,victor-wembanyama,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/5104157.png&w=350&h=254
15,28.3,50.0,41.6,79.1,3.2,2.7,0.1,1.0,1.1,1.4,18.5,devin-vassell,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395630.png&w=350&h=254
19,32.7,47.6,36.0,72.9,6.7,4.1,0.3,0.8,2.6,1.4,16.8,keldon-johnson,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395723.png&w=350&h=254
20,29.2,47.5,25.3,80.7,6.1,3.9,0.7,0.7,3.5,2.8,13.8,zach-collins,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066650.png&w=350&h=254
20,28.7,44.0,40.9,79.1,5.2,4.2,0.3,0.7,2.9,2.4,11.4,jeremy-sochan,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4610139.png&w=350&h=254
20,20.1,45.5,38.2,68.8,2.3,1.7,0.2,0.5,1.8,0.7,8.1,cedi-osman,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3893016.png&w=350&h=254
20,20.2,41.4,28.6,88.9,1.4,2.1,0.1,0.4,1.4,1.1,7.8,malaki-branham,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4565201.png&w=350&h=254
17,23.9,41.3,26.3,87.0,2.9,5.1,0.2,0.8,1.3,1.4,7.6,tre-jones,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395626.png&w=350&h=254
18,16.9,47.1,46.3,75.0,1.2,1.8,0.1,0.3,1.3,0.7,6.6,doug-mcdermott,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528588.png&w=350&h=254
13,15.2,36.5,37.7,72.7,1.9,1.0,0.7,0.5,0.8,1.0,6.3,julian-champagnie,Spurs,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sa.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4592479.png&w=350&h=254
19,35.6,49.4,39.5,76.0,8.5,8.6,0.5,1.3,1.8,3.8,31.8,luka-doncic,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3945274.png&w=350&h=254
16,32.9,46.7,38.4,89.8,4.1,5.4,0.3,1.2,1.9,1.4,23.8,kyrie-irving,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6442.png&w=350&h=254
18,27.2,41.6,38.0,87.8,3.4,1.6,0.0,0.2,0.9,0.8,16.8,tim-hardaway-jr,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2528210.png&w=350&h=254
20,23.5,49.7,41.7,73.3,3.7,1.0,0.8,0.6,1.7,1.0,10.0,derrick-jones-jr,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3936099.png&w=350&h=254
19,28.8,42.2,40.6,64.5,3.7,1.7,0.6,0.3,2.6,0.9,9.8,grant-williams,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066218.png&w=350&h=254
18,25.1,72.9,0.0,59.3,7.6,1.2,1.6,0.6,3.1,1.1,8.7,dereck-lively-ii,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683688.png&w=350&h=254
18,25.2,42.2,36.5,52.9,2.9,2.4,0.2,0.9,1.7,0.9,6.9,josh-green,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432811.png&w=350&h=254
17,11.2,38.8,28.9,66.7,1.8,1.4,0.0,0.3,1.1,0.8,6.3,jaden-hardy,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4868423.png&w=350&h=254
3,10.0,46.2,37.5,50.0,0.7,0.7,0.3,0.0,0.3,0.0,5.7,aj-lawson,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4067017.png&w=350&h=254
17,11.5,47.2,22.7,60.0,2.5,1.8,0.1,0.4,1.0,0.3,4.8,dante-exum,Mavericks,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/dal.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3102528.png&w=350&h=254
20,34.1,46.6,37.5,86.3,4.5,5.4,0.8,1.4,3.1,2.8,25.1,desmond-bane,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066320.png&w=350&h=254
20,31.0,42.9,28.6,82.4,6.1,1.8,1.9,0.6,3.5,1.9,19.8,jaren-jackson-jr,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277961.png&w=350&h=254
14,27.1,44.6,31.2,60.9,6.1,2.0,0.7,0.8,1.7,1.2,13.4,santi-aldama,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593125.png&w=350&h=254
11,29.9,42.9,29.5,81.0,2.5,5.0,0.4,2.0,3.2,3.4,12.5,marcus-smart,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2990992.png&w=350&h=254
11,18.6,45.6,36.4,84.6,1.9,3.0,0.1,0.6,1.1,1.5,9.2,derrick-rose,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3456.png&w=350&h=254
8,21.5,36.2,37.0,100.0,2.9,2.0,0.1,0.6,0.5,0.6,8.3,luke-kennard,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3913174.png&w=350&h=254
18,21.1,39.1,35.4,87.5,4.3,1.3,0.3,0.5,1.9,1.3,8.2,ziaire-williams,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433137.png&w=350&h=254
20,23.7,43.0,31.3,68.4,4.3,1.1,0.4,0.7,1.6,1.0,8.2,david-roddy,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4593041.png&w=350&h=254
10,22.1,39.7,28.0,44.4,5.0,2.0,0.9,1.3,2.0,1.1,7.3,xavier-tillman,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277964.png&w=350&h=254
6,20.0,43.2,12.5,100.0,2.3,1.8,0.0,0.5,1.3,0.3,7.2,jaylen-nowell,Grizzlies,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/mem.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278541.png&w=350&h=254
20,34.2,49.2,29.4,77.3,5.2,5.4,0.2,0.8,2.1,2.6,23.0,brandon-ingram,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3913176.png&w=350&h=254
19,30.9,57.4,33.3,64.2,5.6,4.8,0.3,1.1,2.6,2.7,22.2,zion-williamson,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4395628.png&w=350&h=254
10,33.3,43.2,36.0,77.8,4.2,5.6,0.9,1.7,2.2,1.4,19.5,cj-mccollum,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2490149.png&w=350&h=254
3,24.7,46.2,36.0,75.0,2.7,1.0,0.7,0.3,0.7,0.0,16.0,trey-murphy-iii,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4397688.png&w=350&h=254
23,26.7,55.8,36.4,82.1,8.8,2.3,1.3,0.4,3.2,1.2,14.0,jonas-valanciunas,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6477.png&w=350&h=254
22,27.1,38.9,36.6,87.0,3.7,1.7,0.0,0.5,2.0,1.0,12.5,jordan-hawkins,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4683750.png&w=350&h=254
20,31.1,51.2,34.3,88.5,4.4,2.8,1.3,1.8,3.5,1.6,12.3,herbert-jones,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277813.png&w=350&h=254
13,22.9,45.8,47.1,92.9,2.3,1.1,0.1,0.4,1.8,1.2,9.3,matt-ryan,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3908336.png&w=350&h=254
14,20.6,45.8,42.1,84.8,4.6,2.1,0.3,0.8,1.4,1.3,8.6,naji-marshall,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4278594.png&w=350&h=254
9,16.8,43.1,43.3,37.5,2.1,2.2,0.3,1.2,1.2,1.0,7.3,jose-alvarado,Pelicans,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/no.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4277869.png&w=350&h=254
19,33.5,47.5,42.9,93.0,5.0,4.5,0.2,0.7,1.8,3.6,29.2,stephen-curry,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3975.png&w=350&h=254
20,29.7,39.7,34.8,88.0,3.9,2.2,0.6,0.4,2.2,1.9,15.5,klay-thompson,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6475.png&w=350&h=254
19,27.2,42.3,26.2,61.4,4.3,1.2,0.4,0.3,2.5,1.7,12.6,andrew-wiggins,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3059319.png&w=350&h=254
20,19.7,46.8,25.0,68.1,2.9,1.0,0.4,0.6,2.3,1.3,11.1,jonathan-kuminga,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4433247.png&w=350&h=254
21,21.6,45.9,38.6,83.3,5.9,2.3,0.3,0.7,2.4,1.2,10.7,dario-saric,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3032978.png&w=350&h=254
13,25.0,47.9,44.7,85.7,5.8,5.5,0.8,0.5,2.8,2.2,10.1,draymond-green,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6589.png&w=350&h=254
21,19.2,49.3,36.8,75.0,3.4,1.1,0.3,0.8,1.4,0.6,8.8,moses-moody,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4432171.png&w=350&h=254
19,26.5,39.5,31.8,92.9,3.6,7.2,0.1,1.4,1.6,1.2,8.6,chris-paul,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2779.png&w=350&h=254
15,18.9,45.3,45.7,64.7,4.3,2.1,0.1,0.5,1.7,1.0,7.0,brandin-podziemski,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4709138.png&w=350&h=254
14,17.3,47.9,32.1,66.7,3.1,0.9,0.3,1.2,1.9,0.6,5.9,gary-payton-ii,Warriors,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/gs.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3134903.png&w=350&h=254
20,35.7,44.1,39.1,93.3,6.0,4.1,0.2,1.6,2.9,2.4,23.6,paul-george,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4251.png&w=350&h=254
20,34.6,47.9,39.3,82.9,5.9,3.5,0.7,1.6,1.6,1.6,21.6,kawhi-leonard,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/6450.png&w=350&h=254
15,33.6,47.1,40.9,85.3,4.2,6.7,0.5,1.7,1.9,2.3,16.0,james-harden,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3992.png&w=350&h=254
20,24.2,47.6,45.6,83.6,2.1,1.1,0.5,0.7,2.0,1.1,12.2,norman-powell,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2595516.png&w=350&h=254
20,26.2,43.7,26.4,62.5,6.7,5.1,0.4,1.3,2.4,2.3,11.9,russell-westbrook,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3468.png&w=350&h=254
20,25.9,62.4,0.0,59.4,9.0,0.8,1.5,0.2,2.7,1.3,11.7,ivica-zubac,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4017837.png&w=350&h=254
12,16.8,42.0,35.4,90.0,1.2,2.0,0.0,0.6,1.8,1.6,8.3,bones-hyland,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4592492.png&w=350&h=254
11,16.7,45.9,38.5,50.0,4.5,1.1,1.0,0.3,2.5,0.6,7.1,daniel-theis,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2451037.png&w=350&h=254
14,26.1,43.4,17.1,61.5,3.7,2.0,0.4,0.8,1.9,0.6,6.1,terance-mann,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3907823.png&w=350&h=254
6,17.0,63.2,0.0,42.9,5.5,1.0,0.2,0.7,1.0,0.8,5.0,mason-plumlee,Clippers,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/lac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/2488653.png&w=350&h=254
14,36.6,47.9,35.7,72.8,4.7,6.4,0.4,1.6,2.9,2.3,30.3,deaaron-fox,Kings,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066259.png&w=350&h=254
19,35.1,57.6,40.0,68.1,11.9,7.1,0.8,0.9,3.5,2.9,19.0,domantas-sabonis,Kings,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3155942.png&w=350&h=254
19,24.9,42.6,42.4,89.8,2.9,4.6,0.5,0.8,1.6,2.3,14.8,malik-monk,Kings,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066262.png&w=350&h=254
18,27.9,45.3,38.0,81.3,4.7,3.0,0.3,0.8,2.3,0.9,12.9,kevin-huerter,Kings,https://a.espncdn.com/combiner/i?img=/i/teamlogos/nba/500/sac.png&w=250&h=250,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/4066372.png&w=350&h=254
